,election_year,election_type,Candidate Name,CanNameLast,CanNameFirst,Party,Office,District,Candidate_expenditure,Race_expenditure,Won_general,Place_general,VoteShare_general,TotalCanVotes_general,RaceVoterPool_general,Won_primary,Place_primary,VoteShare_primary,TotalCanVotes_primary,RaceVoterPool_primary,Won_runoff,Place_runoff,VoteShare_runoff,TotalCanVotes_runoff,RaceVoterPool_runoff
145,2024,General,"Tomkow, Josie ",Tomkow,Josie ,REP,STR,51,82089.07,91338.17000000001,,,,,,,,,,,,,,,
304,2024,General,"Hernandez, Octavio E.",Hernandez,Octavio E.,DEM,STR,51,9249.1,91338.17000000001,,,,,,,,,,,,,,,
278,2024,General,"Temple, John ",Temple,John ,REP,STR,52,13784.76,46422.79,,,,,,,,,,,,,,,
224,2024,General,"Marwah, Ash ",Marwah,Ash ,DEM,STR,52,32638.03,46422.79,,,,,,,,,,,,,,,
182,2024,General,"Holcomb, Jeff ",Holcomb,Jeff ,REP,STR,53,57193.93,59076.19,,,,,,,,,,,,,,,
387,2024,General,"Laufenberg, Keith G.",Laufenberg,Keith G.,DEM,STR,53,1882.26,59076.19,,,,,,,,,,,,,,,
109,2024,General,"Maggard, Randy ",Maggard,Randy ,REP,STR,54,104183.68,107264.82999999999,,,,,,,,,,,,,,,
360,2024,General,"Cieslak, Karl ",Cieslak,Karl ,DEM,STR,54,3081.15,107264.82999999999,,,,,,,,,,,,,,,
411,2024,General,"Hacker, CJ ",Hacker,CJ ,WRI,STR,55,6.38,28838.8,,,,,,,,,,,,,,,
244,2024,General,"Steele, Kevin M.",Steele,Kevin M.,REP,STR,55,25851.68,28838.8,,,,,,,,,,,,,,,
356,2024,General,"Freiberg, Judy ",Freiberg,Judy ,DEM,STR,55,3272.88,28838.8,,,,,,,,,,,,,,,
414,2024,General,"Curry, Gary C.",Curry,Gary C.,DEM,STR,55,-292.14,28838.8,,,,,,,,,,,,,,,
133,2024,General,"Yeager, Brad ",Yeager,Brad ,REP,STR,56,87674.9,102379.20999999999,,,,,,1.0,1.0,0.7943957564575646,6889.0,8672.0,,,,,
286,2024,General,"Phillips, Kirk ",Phillips,Kirk ,REP,STR,56,12828.63,102379.20999999999,,,,,,0.0,2.0,0.20560424354243542,1783.0,8672.0,,,,,
388,2024,General,"Pura, William ""Willie""",Pura,"William ""Willie""",DEM,STR,56,1875.68,102379.20999999999,,,,,,,,,,,,,,,
85,2024,General,"Anderson, Adam C.",Anderson,Adam C.,REP,STR,57,122717.46,137879.78,,,,,,,,,,,,,,,
373,2024,General,"Larrivee, Robert ""Bob"" Arthur",Larrivee,"Robert ""Bob"" Arthur",NPA,STR,57,2507.6,137879.78,,,,,,,,,,,,,,,
287,2024,General,"Johnson, Kelly ",Johnson,Kelly ,DEM,STR,57,12654.72,137879.78,,,,,,0.0,1.0,0.36603044213578156,3030.0,8278.0,,,,,
71,2024,General,"Berfield, Kimberly ""Kim"" ",Berfield,"Kimberly ""Kim"" ",REP,STR,58,142621.47,265030.47,,,,,,,,,,,,,,,
87,2024,General,"Beckman, Bryan ",Beckman,Bryan ,DEM,STR,58,122409.0,265030.47,,,,,,,,,,,,,,,
74,2024,General,"Jacques, Berny ",Jacques,Berny ,REP,STR,59,138510.21,147794.13,,,,,,,,,,,,,,,
302,2024,General,"Douglas, Dawn ",Douglas,Dawn ,DEM,STR,59,9283.92,147794.13,,,,,,,,,,,,,,,
41,2024,General,"Montanari, Ed ",Montanari,Ed ,REP,STR,60,210189.46,546544.33,,,,,,,,,,,,,,,
17,2024,General,"Cross, Lindsay ",Cross,Lindsay ,DEM,STR,60,336354.87,546544.33,,,,,,,,,,,,,,,
94,2024,General,"Chaney, Linda ",Chaney,Linda ,REP,STR,61,116334.31,149887.04,,,,,,,,,,,,,,,
219,2024,General,"Bruemmer, Nathan ",Bruemmer,Nathan ,DEM,STR,61,35334.55,149887.04,,,,,,,,,,,,,,,
415,2024,General,"Grizzle, Lorena ",Grizzle,Lorena ,DEM,STR,61,-1781.82,149887.04,,,,,,,,,,,,,,,
392,2024,General,"Amador, Nelson ",Amador,Nelson ,REP,STR,62,1781.82,20801.739999999998,,,,,,,,,,,,,,,
261,2024,General,"Rayner, Michele K.",Rayner,Michele K.,DEM,STR,62,19019.92,20801.739999999998,,,,,,,,,,,,,,,
291,2024,General,"Driver, Tim ",Driver,Tim ,REP,STR,63,11573.27,37766.45,,,,,,,,,,,,,,,
242,2024,General,"Hart, Dianne ""Ms. Dee""",Hart,"Dianne ""Ms. Dee""",DEM,STR,63,26193.18,37766.45,,,,,,,,,,,,,,,
333,2024,General,"Cruz Lanz, Maura ",Cruz Lanz,Maura ,REP,STR,64,5393.45,52676.439999999995,,,,,,,,,,,,,,,
201,2024,General,"Valdes, Susan L.",Valdes,Susan L.,DEM,STR,64,47282.99,52676.439999999995,,,,,,,,,,,,,,,
23,2024,General,"Gonzalez Pittman, Karen ",Gonzalez Pittman,Karen ,REP,STR,65,297358.51,488536.05,,,,,,,,,,,,,,,
59,2024,General,"Brundage, Ashley ",Brundage,Ashley ,DEM,STR,65,170015.8,488536.05,,,,,,1.0,1.0,0.8114926419060967,8106.0,9989.0,,,,,
256,2024,General,"Kuipers, Nathan Albert",Kuipers,Nathan Albert,DEM,STR,65,21161.74,488536.05,,,,,,0.0,2.0,0.1885073580939033,1883.0,9989.0,,,,,
178,2024,General,"Koster, Traci ",Koster,Traci ,REP,STR,66,59474.09,78247.26999999999,,,,,,,,,,,,,,,
282,2024,General,"Clemente, Nick ",Clemente,Nick ,DEM,STR,66,13504.18,78247.26999999999,,,,,,,,,,,,,,,
335,2024,General,"Wallace, Breianna Faye",Wallace,Breianna Faye,DEM,STR,66,5269.0,78247.26999999999,,,,,,,,,,,,,,,
173,2024,General,"Smith, Ronrico ""Rico""",Smith,"Ronrico ""Rico""",REP,STR,67,61461.11,241189.26,,,,,,1.0,1.0,0.565293910594861,3212.0,5682.0,,,,,
311,2024,General,"Bonano, Lisette ",Bonano,Lisette ,REP,STR,67,8525.23,241189.26,,,,,,0.0,2.0,0.43470608940513905,2470.0,5682.0,,,,,
57,2024,General,"Driskell, Fentrice ",Driskell,Fentrice ,DEM,STR,67,171202.92,241189.26,,,,,,,,,,,,,,,
290,2024,General,"McClure, Lawrence ",McClure,Lawrence ,REP,STR,68,11890.4,29056.8,,,,,,,,,,,,,,,
298,2024,General,"Hicks, Tyrell ",Hicks,Tyrell ,NPA,STR,68,10589.19,29056.8,,,,,,,,,,,,,,,
322,2024,General,"Carpus, Lisa ",Carpus,Lisa ,DEM,STR,68,6577.21,29056.8,,,,,,,,,,,,,,,
56,2024,General,"Alvarez, Daniel ""Danny"" ",Alvarez,"Daniel ""Danny"" ",REP,STR,69,176598.36,182152.28999999998,,,,,,,,,,,,,,,
367,2024,General,"Lundy, Harrison Fitzgerald",Lundy,Harrison Fitzgerald,DEM,STR,69,2863.57,182152.28999999998,,,,,,,,,,,,,,,
370,2024,General,"Kachelries, Bobby ",Kachelries,Bobby ,DEM,STR,69,2690.36,182152.28999999998,,,,,,,,,,,,,,,
44,2024,General,"Owen, Michael ",Owen,Michael ,REP,STR,70,197341.93,450642.26,,,,,,,,,,,,,,,
98,2024,General,"Cooley, Dennis ",Cooley,Dennis ,REP,STR,70,112513.0,450642.26,,,,,,,,,,,,,,,
113,2024,General,"Harris, Jessica ",Harris,Jessica ,REP,STR,70,100500.0,450642.26,,,,,,,,,,,,,,,
216,2024,General,"Beltran, Mike ",Beltran,Mike ,REP,STR,70,36930.0,450642.26,,,,,,,,,,,,,,,
355,2024,General,"Wilkins, Luther Keith",Wilkins,Luther Keith,DEM,STR,70,3357.33,450642.26,,,,,,,,,,,,,,,
108,2024,General,"Robinson, Will ",Robinson,Will ,REP,STR,71,104244.18,104244.18,,,,,,,,,,,,,,,
55,2024,General,"Conerly, William ""Bill"" ",Conerly,"William ""Bill"" ",REP,STR,72,177734.12,426839.14,,,,,,1.0,1.0,0.31052843078159537,6182.0,19908.0,,,,,
120,2024,General,"Gregory, Tommy ",Gregory,Tommy ,REP,STR,72,97256.55,426839.14,,,,,,,,,,,,,,,
180,2024,General,"Gay, Alyssa ",Gay,Alyssa ,REP,STR,72,58940.0,426839.14,,,,,,0.0,3.0,0.22493469961824392,4478.0,19908.0,,,,,
181,2024,General,"Tatem, Rich ",Tatem,Rich ,REP,STR,72,57732.54,426839.14,,,,,,0.0,2.0,0.2811432589913603,5597.0,19908.0,,,,,
255,2024,General,"Green, Richard P.",Green,Richard P.,REP,STR,72,21443.01,426839.14,,,,,,0.0,4.0,0.1833936106088005,3651.0,19908.0,,,,,
279,2024,General,"Miller, Lesa ",Miller,Lesa ,DEM,STR,72,13732.92,426839.14,,,,,,,,,,,,,,,
34,2024,General,"McFarland, Fiona ",McFarland,Fiona ,REP,STR,73,226733.79,461587.0,,,,,,,,,,,,,,,
33,2024,General,"Reich, Derek ",Reich,Derek ,DEM,STR,73,234853.21,461587.0,,,,,,,,,,,,,,,
78,2024,General,"Buchanan, James ",Buchanan,James ,REP,STR,74,136796.56,159483.96,,,,,,1.0,1.0,0.7365666110802298,15901.0,21588.0,,,,,
270,2024,General,"Pozzie, Michelle ",Pozzie,Michelle ,REP,STR,74,17022.41,159483.96,,,,,,0.0,2.0,0.26343338891977025,5687.0,21588.0,,,,,
331,2024,General,"Simpson, Nancy M. H.",Simpson,Nancy M. H.,DEM,STR,74,5664.99,159483.96,,,,,,,,,,,,,,,
64,2024,General,"Nix, Danny ",Nix,Danny ,REP,STR,75,156918.47,189324.15,,,,,,,,,,,,,,,
225,2024,General,"Dunbar, Tony ",Dunbar,Tony ,DEM,STR,75,32405.68,189324.15,,,,,,,,,,,,,,,
88,2024,General,"Oliver, Vanessa ",Oliver,Vanessa ,REP,STR,76,122322.36,262542.48,,,,,,1.0,1.0,0.717241749973127,13345.0,18606.0,,,,,
125,2024,General,"Roach, Spencer ",Roach,Spencer ,REP,STR,76,94620.0,262542.48,,,,,,,,,,,,,,,
332,2024,General,"Ceracche, Steven ",Ceracche,Steven ,REP,STR,76,5577.9,262542.48,,,,,,0.0,2.0,0.28275825002687305,5261.0,18606.0,,,,,
210,2024,General,"Blue, Jim ",Blue,Jim ,DEM,STR,76,40022.22,262542.48,,,,,,,,,,,,,,,
121,2024,General,"Esposito, Tiffany ",Esposito,Tiffany ,REP,STR,77,96731.19,109963.42,,,,,,,,,,,,,,,
344,2024,General,"Krakow, Joshua ",Krakow,Joshua ,LPF,STR,77,4207.04,109963.42,,,,,,,,,,,,,,,
307,2024,General,"Fowler, Cornelius ",Fowler,Cornelius ,DEM,STR,77,9025.19,109963.42,,,,,,,,,,,,,,,
81,2024,General,"Persons-Mulicka, Jenna ",Persons-Mulicka,Jenna ,REP,STR,78,130021.8,132021.8,,,,,,,,,,,,,,,
385,2024,General,"Frantz, Susan A.",Frantz,Susan A.,REP,STR,78,2000.0,132021.8,,,,,,,,,,,,,,,
135,2024,General,"Giallombardo, Mike ",Giallombardo,Mike ,REP,STR,79,86686.26,90680.87,,,,,,,,,,,,,,,
397,2024,General,"Gillis, Larry ",Gillis,Larry ,LPF,STR,79,1509.41,90680.87,,,,,,,,,,,,,,,
375,2024,General,"McCleary, Denise ",McCleary,Denise ,DEM,STR,79,2485.2,90680.87,,,,,,,,,,,,,,,
104,2024,General,"Botana, Adam ",Botana,Adam ,REP,STR,80,107792.99,110188.13,,,,,,,,,,,,,,,
376,2024,General,"Schlayer, Mitchel ",Schlayer,Mitchel ,DEM,STR,80,2395.14,110188.13,,,,,,,,,,,,,,,
5,2024,General,"Folley, Greg ",Folley,Greg ,REP,STR,81,598005.22,842019.52,,,,,,0.0,2.0,0.4370201018031231,10131.0,23182.0,,,,,
35,2024,General,"Benarroch, Yvette ",Benarroch,Yvette ,REP,STR,81,225353.53,842019.52,,,,,,1.0,1.0,0.5629798981968769,13051.0,23182.0,,,,,
400,2024,General,"Alexander, Brandy ",Alexander,Brandy ,REP,STR,81,1042.6,842019.52,,,,,,,,,,,,,,,
268,2024,General,"Work, Charles Robert ""Chuck""",Work,"Charles Robert ""Chuck""",DEM,STR,81,17618.17,842019.52,,,,,,,,,,,,,,,
96,2024,General,"Melo, Lauren Uhlich",Melo,Lauren Uhlich,REP,STR,82,116021.91,118982.85,,,,,,,,,,,,,,,
363,2024,General,"Oslund, Arthur D.",Oslund,Arthur D.,DEM,STR,82,2960.94,118982.85,,,,,,,,,,,,,,,
159,2024,General,"Tuck, Kaylee ",Tuck,Kaylee ,REP,STR,83,69587.3,69587.3,,,,,,,,,,,,,,,
62,2024,General,"Trabulsy, Dana ",Trabulsy,Dana ,REP,STR,84,164937.93,199561.71,,,,,,,,,,,,,,,
220,2024,General,"Poli, Andi ",Poli,Andi ,DEM,STR,84,34623.78,199561.71,,,,,,,,,,,,,,,
97,2024,General,"Overdorf, Toby ",Overdorf,Toby ,REP,STR,85,113850.01,119985.26,,,,,,,,,,,,,,,
328,2024,General,"Stortstrom, Lisa Marie",Stortstrom,Lisa Marie,DEM,STR,85,6135.25,119985.26,,,,,,,,,,,,,,,
65,2024,General,"Snyder, John ",Snyder,John ,REP,STR,86,148280.78,151047.95,,,,,,,,,,,,,,,
368,2024,General,"Hernandez, Alberto ",Hernandez,Alberto ,DEM,STR,86,2767.17,151047.95,,,,,,,,,,,,,,,
82,2024,General,"Caruso, Mike ",Caruso,Mike ,REP,STR,87,128236.33,131457.63,,,,,,,,,,,,,,,
359,2024,General,"Osta, Sienna ",Osta,Sienna ,DEM,STR,87,3221.3,131457.63,,,,,,,,,,,,,,,
185,2024,General,"Edmonds, Jervonte ""Tae""",Edmonds,"Jervonte ""Tae""",DEM,STR,88,56766.25,56766.25,,,,,,,,,,,,,,,
174,2024,General,"Zapata, Daniel ",Zapata,Daniel ,REP,STR,89,61163.87,157577.65,,,,,,,,,,,,,,,
171,2024,General,"Tendrich, Debra ",Tendrich,Debra ,DEM,STR,89,62059.0,157577.65,,,,,,1.0,1.0,0.5896949853524039,3422.0,5803.0,,,,,
221,2024,General,"Baker Sutton, Destinie ",Baker Sutton,Destinie ,DEM,STR,89,34354.78,157577.65,,,,,,0.0,2.0,0.41030501464759606,2381.0,5803.0,,,,,
169,2024,General,"Reicherter, Bill ",Reicherter,Bill ,REP,STR,90,62971.04,116222.68000000001,,,,,,,,,,,,,,,
371,2024,General,"Giacalone, Nicolas Anthony",Giacalone,Nicolas Anthony,REP,STR,90,2651.7,116222.68000000001,,,,,,,,,,,,,,,
195,2024,General,"Casello, Joe ",Casello,Joe ,DEM,STR,90,50599.94,116222.68000000001,,,,,,,,,,,,,,,
79,2024,General,"Gossett-Seidman, Peggy ",Gossett-Seidman,Peggy ,REP,STR,91,135684.0,662403.8400000001,,,,,,,,,,,,,,,
8,2024,General,"Shooster, Jay ",Shooster,Jay ,DEM,STR,91,524613.3,662403.8400000001,,,,,,,,,,,,,,,
382,2024,General,"Hamilton, Michaelangelo Collins",Hamilton,Michaelangelo Collins,DEM,STR,91,2106.54,662403.8400000001,,,,,,,,,,,,,,,
163,2024,General,"Skidmore, Kelly ",Skidmore,Kelly ,DEM,STR,92,67274.3,67274.3,,,,,,,,,,,,,,,
110,2024,General,"Gerwig, Anne ",Gerwig,Anne ,REP,STR,93,104081.16,314475.94,,,,,,,,,,,,,,,
213,2024,General,"Cabrera, Brandon R.",Cabrera,Brandon R.,REP,STR,93,39300.0,314475.94,,,,,,,,,,,,,,,
377,2024,General,"Mitchell, Chris ",Mitchell,Chris ,REP,STR,93,2325.0,314475.94,,,,,,,,,,,,,,,
60,2024,General,"Waldron, Katherine ",Waldron,Katherine ,DEM,STR,93,168769.78,314475.94,,,,,,,,,,,,,,,
11,2024,General,"Weinberger, Meg ",Weinberger,Meg ,REP,STR,94,462685.34,948827.65,,,,,,1.0,1.0,0.47702793672164256,5669.0,11884.0,,,,,
40,2024,General,"Aguirre, Anthony ",Aguirre,Anthony ,REP,STR,94,210674.59,948827.65,,,,,,0.0,2.0,0.27776842813867386,3301.0,11884.0,,,,,
198,2024,General,"Acosta, Christian F.",Acosta,Christian F.,REP,STR,94,48383.0,948827.65,,,,,,0.0,4.0,0.16644227532817232,1978.0,11884.0,,,,,
297,2024,General,"Fox, Gabrielle M.",Fox,Gabrielle M.,REP,STR,94,10617.68,948827.65,,,,,,0.0,5.0,0.07876135981151128,936.0,11884.0,,,,,
403,2024,General,"Carter, Jon ",Carter,Jon ,REP,STR,94,606.55,948827.65,,,,,,0.0,3.0,0.24607471575527884,2727.0,11082.0,,,,,
37,2024,General,"Litt, Rachelle ",Litt,Rachelle ,DEM,STR,94,215860.49,948827.65,,,,,,,,,,,,,,,
102,2024,General,"Hunschofsky, Christine ",Hunschofsky,Christine ,DEM,STR,95,111145.0,111145.0,,,,,,,,,,,,,,,
164,2024,General,"Daley, Dan ",Daley,Dan ,DEM,STR,96,65396.78,65396.78,,,,,,,,,,,,,,,
222,2024,General,"Dunkley, Lisa ",Dunkley,Lisa ,DEM,STR,97,33391.79,33391.79,,,,,,,,,,,,,,,
117,2024,General,"Rosenwald, Mitch ",Rosenwald,Mitch ,DEM,STR,98,99853.26,149810.11,,,,,,1.0,1.0,0.3719258917386431,5641.0,15167.0,,,,,
230,2024,General,"Rodrigues, Emily ",Rodrigues,Emily ,DEM,STR,98,31664.56,149810.11,,,,,,0.0,2.0,0.2874662095338564,4360.0,15167.0,,,,,
273,2024,General,"Abel, Keith ",Abel,Keith ,DEM,STR,98,16639.15,149810.11,,,,,,0.0,3.0,0.2078855409771214,3153.0,15167.0,,,,,
399,2024,General,"Pooler, Shelton A.",Pooler,Shelton A.,DEM,STR,98,1078.11,149810.11,,,,,,0.0,4.0,0.1327223577503791,2013.0,15167.0,,,,,
404,2024,General,"Budhoo, Fitzgerald ",Budhoo,Fitzgerald ,DEM,STR,98,483.87,149810.11,,,,,,,,,,,,,,,
407,2024,General,"Meza, Steven ",Meza,Steven ,DEM,STR,98,91.16,149810.11,,,,,,,,,,,,,,,
177,2024,General,"Campbell, Daryl Nevroy",Campbell,Daryl Nevroy,DEM,STR,99,59521.84,62461.189999999995,,,,,,1.0,1.0,0.7432721540367075,13202.0,17762.0,,,,,
365,2024,General,"Brown, Joshauwa ",Brown,Joshauwa ,DEM,STR,99,2939.35,62461.189999999995,,,,,,0.0,2.0,0.2567278459632924,4560.0,17762.0,,,,,
36,2024,General,"LaMarca, Chip ",LaMarca,Chip ,REP,STR,100,218277.05,304767.76,,,,,,,,,,,,,,,
142,2024,General,"Brenner, James ""Jim"" ",Brenner,"James ""Jim"" ",DEM,STR,100,84385.49,304767.76,,,,,,,,,,,,,,,
383,2024,General,"Oaksun, James R.",Oaksun,James R.,DEM,STR,100,2105.22,304767.76,,,,,,,,,,,,,,,
176,2024,General,"Cassel, Hillary ",Cassel,Hillary ,DEM,STR,101,60090.0,60090.0,,,,,,,,,,,,,,,
206,2024,General,"Lopez-Palma, Mery ",Lopez-Palma,Mery ,REP,STR,102,42526.31,50755.92,,,,,,,,,,,,,,,
313,2024,General,"Gottlieb, Michael ",Gottlieb,Michael ,DEM,STR,102,8229.61,50755.92,,,,,,,,,,,,,,,
264,2024,General,"Navarini, George ",Navarini,George ,REP,STR,103,18233.97,142210.91999999998,,,,,,,,,,,,,,,
84,2024,General,"Bartleman, Robin ",Bartleman,Robin ,DEM,STR,103,123976.95,142210.91999999998,,,,,,,,,,,,,,,
249,2024,General,"Robinson, Felicia Simone",Robinson,Felicia Simone,DEM,STR,104,23485.72,23485.72,,,,,,,,,,,,,,,
380,2024,General,"Hlavka, Joshua ",Hlavka,Joshua ,LPF,STR,105,2200.46,58758.13,,,,,,,,,,,,,,,
187,2024,General,"Woodson, Marie ",Woodson,Marie ,DEM,STR,105,56557.67,58758.13,,,,,,,,,,,,,,,
138,2024,General,"Basabe, Fabian ",Basabe,Fabian ,REP,STR,106,86101.19,308385.07,,,,,,1.0,1.0,0.6193639291465378,3077.0,4968.0,,,,,
212,2024,General,"Almonte, Melinda ",Almonte,Melinda ,REP,STR,106,39375.0,308385.07,,,,,,0.0,2.0,0.3806360708534622,1891.0,4968.0,,,,,
396,2024,General,"Saunders Scott, Mo ",Saunders Scott,Mo ,NPA,STR,106,1611.58,308385.07,,,,,,,,,,,,,,,
52,2024,General,"Saunders, Joe ",Saunders,Joe ,DEM,STR,106,181297.3,308385.07,,,,,,,,,,,,,,,
202,2024,General,"Arscott, Loreal ",Arscott,Loreal ,DEM,STR,107,47034.54,167700.44,,,,,,0.0,2.0,0.17644424540976264,3152.0,17864.0,,,,,
208,2024,General,"Aristide, Wallace ",Aristide,Wallace ,DEM,STR,107,42295.03,167700.44,,,,,,1.0,1.0,0.4478280340349306,8000.0,17864.0,,,,,
239,2024,General,"Pierre, Faudlin ",Pierre,Faudlin ,DEM,STR,107,28841.26,167700.44,,,,,,0.0,4.0,0.08704657411553963,1555.0,17864.0,,,,,
246,2024,General,"Francius, Wancito ",Francius,Wancito ,DEM,STR,107,24796.1,167700.44,,,,,,0.0,5.0,0.066166592028661,1182.0,17864.0,,,,,
266,2024,General,"Sanon-Jules Olivo, Christine ",Sanon-Jules Olivo,Christine ,DEM,STR,107,17770.64,167700.44,,,,,,0.0,3.0,0.10988580385132109,1963.0,17864.0,,,,,
342,2024,General,"Benjamin, Christopher ",Benjamin,Christopher ,DEM,STR,107,4462.87,167700.44,,,,,,,,,,,,,,,
374,2024,General,"Knowles, Gordon Eric",Knowles,Gordon Eric,DEM,STR,107,2500.0,167700.44,,,,,,,,,,,,,,,
280,2024,General,"Joseph, Dotie ",Joseph,Dotie ,DEM,STR,108,13719.96,13719.96,,,,,,,,,,,,,,,
155,2024,General,"Gantt, Ashley ",Gantt,Ashley ,DEM,STR,109,74625.0,85294.42,,,,,,1.0,1.0,0.5334958268705222,7223.0,13539.0,,,,,
296,2024,General,"Bush, James ",Bush,James ,DEM,STR,109,10669.42,85294.42,,,,,,0.0,2.0,0.2877612822217298,3896.0,13539.0,,,,,
144,2024,General,"Fabricio, Tom ",Fabricio,Tom ,REP,STR,110,82780.37,134289.16,,,,,,,,,,,,,,,
192,2024,General,"Jean-Poix, Stanley ""J.P."" ",Jean-Poix,"Stanley ""J.P."" ",DEM,STR,110,51508.79,134289.16,,,,,,,,,,,,,,,
83,2024,General,"Borrero, David ",Borrero,David ,REP,STR,111,124161.14,161499.34,,,,,,,,,,,,,,,
215,2024,General,"Kelley, Laura F.",Kelley,Laura F.,DEM,STR,111,37338.2,161499.34,,,,,,,,,,,,,,,
95,2024,General,"Rizo, Alex ",Rizo,Alex ,REP,STR,112,116186.41,119456.83,,,,,,,,,,,,,,,
357,2024,General,"Gil-Abarzua, Jacqueline ""Jackie"" ",Gil-Abarzua,"Jacqueline ""Jackie"" ",DEM,STR,112,3270.42,119456.83,,,,,,,,,,,,,,,
13,2024,General,"Lopez, Vicki ",Lopez,Vicki ,REP,STR,113,389269.89,480379.61,,,,,,,,,,,,,,,
175,2024,General,"Gross-Kellogg, Jacqueline ""Jackie""",Gross-Kellogg,"Jacqueline ""Jackie""",DEM,STR,113,60709.72,480379.61,,,,,,,,,,,,,,,
235,2024,General,"Steinberg, Richard L.",Steinberg,Richard L.,DEM,STR,113,30400.0,480379.61,,,,,,,,,,,,,,,
137,2024,General,"Busatta Cabrera, Demi ",Busatta Cabrera,Demi ,REP,STR,114,86460.02,86545.02,,,,,,,,,,,,,,,
408,2024,General,"Best, Stephanie Elizabeth",Best,Stephanie Elizabeth,DEM,STR,114,85.0,86545.02,,,,,,,,,,,,,,,
53,2024,General,"Collazo, Alian Alejandro",Collazo,Alian Alejandro,REP,STR,115,178582.03,528633.21,,,,,,0.0,2.0,0.290632240979808,3512.0,12084.0,,,,,
54,2024,General,"Blanco, Omar ",Blanco,Omar ,REP,STR,115,178102.83,528633.21,,,,,,1.0,1.0,0.5867262495862298,7090.0,12084.0,,,,,
143,2024,General,"Garcia, Alina ",Garcia,Alina ,REP,STR,115,84351.46,528633.21,,,,,,,,,,,,,,,
184,2024,General,"Benhabib, Moises I.",Benhabib,Moises I.,REP,STR,115,56979.01,528633.21,,,,,,0.0,3.0,0.12264150943396226,1482.0,12084.0,,,,,
234,2024,General,"Schwartz, Norma Perez",Schwartz,Norma Perez,DEM,STR,115,30617.88,528633.21,,,,,,,,,,,,,,,
200,2024,General,"Perez, Daniel A.",Perez,Daniel A.,REP,STR,116,47423.59,47481.369999999995,,,,,,,,,,,,,,,
409,2024,General,"Ramos, Nicolas ",Ramos,Nicolas ,DEM,STR,116,57.78,47481.369999999995,,,,,,,,,,,,,,,
381,2024,General,"Slawson, Beatrice ",Slawson,Beatrice ,REP,STR,117,2190.75,5948.95,,,,,,,,,,,,,,,
384,2024,General,"Burke, Lester Wayne",Burke,Lester Wayne,DEM,STR,117,2026.38,5948.95,,,,,,,,,,,,,,,
393,2024,General,"Chambliss, Kevin ",Chambliss,Kevin ,DEM,STR,117,1731.82,5948.95,,,,,,,,,,,,,,,
254,2024,General,"Redondo, Mike ",Redondo,Mike ,REP,STR,118,22154.9,44836.05,,,,,,,,,,,,,,,
272,2024,General,"Fernandez-Barquin, Juan Alfonso",Fernandez-Barquin,Juan Alfonso,REP,STR,118,16750.0,44836.05,,,,,,,,,,,,,,,
347,2024,General,"Thomas, Ernest ""Ernie""",Thomas,"Ernest ""Ernie""",REP,STR,118,4065.0,44836.05,,,,,,,,,,,,,,,
390,2024,General,"Vodola, Joel ",Vodola,Joel ,DEM,STR,118,1866.15,44836.05,,,,,,,,,,,,,,,
124,2024,General,"Porras, Juan Carlos",Porras,Juan Carlos,REP,STR,119,95731.09,99825.62,,,,,,,,,,,,,,,
346,2024,General,"Reyes, Marcos ",Reyes,Marcos ,DEM,STR,119,4094.53,99825.62,,,,,,,,,,,,,,,
141,2024,General,"Mooney, James ""Jim"" Vernon",Mooney,"James ""Jim"" Vernon",REP,STR,120,84866.97,90985.06,,,,,,,,,,,,,,,
329,2024,General,"Travis, Michael ",Travis,Michael ,DEM,STR,120,6118.09,90985.06,,,,,,,,,,,,,,,
14,2024,General,"White, Frank ",White,Frank ,REP,STS,1,368701.91,634096.4299999999,,,,,,,,,,,,,,,
32,2024,General,"Gaetz, Don ",Gaetz,Don ,REP,STS,1,239277.5,634096.4299999999,,,,,,,,,,,,,,,
243,2024,General,"Newell, Lisa ",Newell,Lisa ,DEM,STS,1,26117.02,634096.4299999999,,,,,,,,,,,,,,,
24,2024,General,"Simon, Corey ",Simon,Corey ,REP,STS,3,296205.67,942658.96,,,,,,,,,,,,,,,
3,2024,General,"Parks, Daryl ",Parks,Daryl ,DEM,STS,3,603755.84,942658.96,,,,,,1.0,1.0,0.7546023267069389,42097.0,55787.0,,,,,
226,2024,General,"NeSmith, Kimblin ",NeSmith,Kimblin ,DEM,STS,3,32126.93,942658.96,,,,,,0.0,2.0,0.2453976732930611,13690.0,55787.0,,,,,
299,2024,General,"Griffin, Sheria Monique",Griffin,Sheria Monique,DEM,STS,3,10570.52,942658.96,,,,,,,,,,,,,,,
158,2024,General,"Davis, Tracie ",Davis,Tracie ,DEM,STS,5,69833.95,72882.05,,,,,,1.0,1.0,0.9515865227347072,31999.0,33627.0,,,,,
361,2024,General,"Jeanty, Francky L.",Jeanty,Francky L.,DEM,STS,5,3048.1,72882.05,,,,,,0.0,2.0,0.04841347726529277,1628.0,33627.0,,,,,
1,2024,General,"Leek, Tom ",Leek,Tom ,REP,STS,7,708650.51,939254.19,,,,,,1.0,1.0,0.47304892656408365,35938.0,75971.0,,,,,
105,2024,General,"James, Gerry ",James,Gerry ,REP,STS,7,107440.18,939254.19,,,,,,0.0,3.0,0.2516223295731266,19116.0,75971.0,,,,,
